Parcela,Cubierto,Semicubierto,Descubierto,M.C.E,Balcon_semicubierto,Balcon_descubierto,Superpuesta_int,Superpuesta_ext,vacio,Excedente,invasion,pileta,cuerpo_saliente
5,1,2,3,7,4,5,200,220,32,7,155,150,216
